,Venue,Venue Category,Venue ID,Venue Latitude,Venue Longitude,gender,id
246,OMG Pizza,40.69815120337451,4db9e32e0cb65435c5202dd4,-73.92545194772752,Pizza Place,female,80438711
247,OMG Pizza,40.69815120337451,4db9e32e0cb65435c5202dd4,-73.92545194772752,Pizza Place,female,8122976
248,OMG Pizza,40.69815120337451,4db9e32e0cb65435c5202dd4,-73.92545194772752,Pizza Place,female,54601880
249,Royal Chicken,40.696119,4c0aaa11340720a13cda8693,-73.92040037999998,Fast Food Restaurant,male,10704690
250,Terry's Cafe & Grill,40.69572657117028,4f9c021ae4b0d2a3a901a018,-73.92974543425366,Diner,female,3019375
251,Terry's Cafe & Grill,40.69572657117028,4f9c021ae4b0d2a3a901a018,-73.92974543425366,Diner,female,31057768
252,Terry's Cafe & Grill,40.69572657117028,4f9c021ae4b0d2a3a901a018,-73.92974543425366,Diner,female,11310342
253,Peaches HotHouse,40.68333096983621,4b9ec1b5f964a5205dff36e3,-73.94385322214498,Fried Chicken Joint,male,2563234
254,Peaches HotHouse,40.68333096983621,4b9ec1b5f964a5205dff36e3,-73.94385322214498,Fried Chicken Joint,male,1798249
255,Peaches HotHouse,40.68333096983621,4b9ec1b5f964a5205dff36e3,-73.94385322214498,Fried Chicken Joint,female,2570148
256,Crown Fried Chicken,40.688130155740794,4dd29002c65b9d071f9ee4ae,-73.94478278685824,Fried Chicken Joint,male,11055100
257,Five Guys,40.69464577757514,464c2546f964a520b4461fe3,-73.99381926824576,Burger Joint,male,65114729
258,Five Guys,40.69464577757514,464c2546f964a520b4461fe3,-73.99381926824576,Burger Joint,female,11681222
259,Five Guys,40.69464577757514,464c2546f964a520b4461fe3,-73.99381926824576,Burger Joint,female,7843595
260,B.GOOD,40.694696696070686,5720f0d3498e1984b627e7d7,-73.99380026153257,Fast Food Restaurant,none,151536505
261,B.GOOD,40.694696696070686,5720f0d3498e1984b627e7d7,-73.99380026153257,Fast Food Restaurant,female,191964322
262,B.GOOD,40.694696696070686,5720f0d3498e1984b627e7d7,-73.99380026153257,Fast Food Restaurant,female,17685776
263,Clark's Restaurant,40.69753293863099,49f3261bf964a520696a1fe3,-73.9930435186682,Diner,male,11311036
264,Clark's Restaurant,40.69753293863099,49f3261bf964a520696a1fe3,-73.9930435186682,Diner,female,11310453
265,Clark's Restaurant,40.69753293863099,49f3261bf964a520696a1fe3,-73.9930435186682,Diner,male,16679553
266,Jack the Horse Tavern,40.699939665968046,4471bf9af964a5209c331fe3,-73.99363890600424,American Restaurant,female,66494267
267,Jack the Horse Tavern,40.699939665968046,4471bf9af964a5209c331fe3,-73.99363890600424,American Restaurant,female,11487979
268,Jack the Horse Tavern,40.699939665968046,4471bf9af964a5209c331fe3,-73.99363890600424,American Restaurant,female,59741011
269,Heights Cafe,40.695200824137935,3fd66200f964a52057ee1ee3,-73.99589275866926,American Restaurant,male,3056268
270,Heights Cafe,40.695200824137935,3fd66200f964a52057ee1ee3,-73.99589275866926,American Restaurant,male,2283098
271,Park Plaza Diner,40.69779079038551,4a12b724f964a52090771fe3,-73.99168194893329,Diner,male,622605
272,Park Plaza Diner,40.69779079038551,4a12b724f964a52090771fe3,-73.99168194893329,Diner,male,102569631
273,Henry Street Ale House,40.699251,40788a80f964a5206ef21ee3,-73.992284,Pub,male,512513765
274,Henry Street Ale House,40.699251,40788a80f964a5206ef21ee3,-73.992284,Pub,male,12519254
275,Henry Street Ale House,40.699251,40788a80f964a5206ef21ee3,-73.992284,Pub,female,483782
276,Grand Canyon Restaurant,40.69474500000001,5c119dac829b0c002c9799b8,-73.993589,Burger Joint,none,67763892
277,Grand Canyon Restaurant,40.69474500000001,5c119dac829b0c002c9799b8,-73.993589,Burger Joint,female,48187361
278,Bevacco,40.69934693656375,4e851ede8231a2bbfef10e1f,-73.99213688652104,Italian Restaurant,male,95542843
279,Bevacco,40.69934693656375,4e851ede8231a2bbfef10e1f,-73.99213688652104,Italian Restaurant,male,870396
280,Bevacco,40.69934693656375,4e851ede8231a2bbfef10e1f,-73.99213688652104,Italian Restaurant,male,21328498
281,Teresa's Restaurant,40.69523887631173,43655e80f964a52062291fe3,-73.9960558355363,Eastern European Restaurant,male,157272
282,Teresa's Restaurant,40.69523887631173,43655e80f964a52062291fe3,-73.9960558355363,Eastern European Restaurant,male,72460305
283,O'Keefe's Bar & Grill,40.692061991244,49c16439f964a520a4551fe3,-73.99118453406872,Bar,female,4848235
284,O'Keefe's Bar & Grill,40.692061991244,49c16439f964a520a4551fe3,-73.99118453406872,Bar,male,116050359
285,Moo Burger,40.68584457538074,4e98cba6b8f77b7a98e870d6,-73.99422868325722,Burger Joint,male,220033
286,Moo Burger,40.68584457538074,4e98cba6b8f77b7a98e870d6,-73.99422868325722,Burger Joint,male,36817088
287,Moo Burger,40.68584457538074,4e98cba6b8f77b7a98e870d6,-73.99422868325722,Burger Joint,male,1779201
288,Henry Public,40.690412864655855,4ab6d694f964a520407920e3,-73.99641156481655,Gastropub,male,275151
289,Henry Public,40.690412864655855,4ab6d694f964a520407920e3,-73.99641156481655,Gastropub,none,461282994
290,Henry Public,40.690412864655855,4ab6d694f964a520407920e3,-73.99641156481655,Gastropub,male,34236821
291,The Long Island Bar,40.69064279618185,52487385498e8d3af50faac2,-73.99631850047321,Cocktail Bar,male,522558
292,The Long Island Bar,40.69064279618185,52487385498e8d3af50faac2,-73.99631850047321,Cocktail Bar,female,131381
293,The Long Island Bar,40.69064279618185,52487385498e8d3af50faac2,-73.99631850047321,Cocktail Bar,male,661200
294,Colonie,40.69073324250775,4cbf097828d176b0a7c6226e,-73.99596314123242,American Restaurant,male,375768141
295,Colonie,40.69073324250775,4cbf097828d176b0a7c6226e,-73.99596314123242,American Restaurant,female,25110238
296,Vekslers,40.68534457902491,51ddd36f498ea2ad70eb9129,-74.00068713289978,Bar,male,661200
297,Vekslers,40.68534457902491,51ddd36f498ea2ad70eb9129,-74.00068713289978,Bar,male,1218358
298,Vekslers,40.68534457902491,51ddd36f498ea2ad70eb9129,-74.00068713289978,Bar,male,29878
299,Watty & Meg,40.68556214714406,4a065aecf964a520ef721fe3,-73.99442741145907,American Restaurant,none,536921561
300,Watty & Meg,40.68556214714406,4a065aecf964a520ef721fe3,-73.99442741145907,American Restaurant,female,64720352
301,Watty & Meg,40.68556214714406,4a065aecf964a520ef721fe3,-73.99442741145907,American Restaurant,female,161567
302,Mex Carroll's Diner,40.685510319269106,5692966d498ea35a37251d26,-74.00250985465031,Diner,none,124754966
303,Mex Carroll's Diner,40.685510319269106,5692966d498ea35a37251d26,-74.00250985465031,Diner,male,83432360
304,Mex Carroll's Diner,40.685510319269106,5692966d498ea35a37251d26,-74.00250985465031,Diner,female,101077524
305,Jake's Bar B Que,40.685596849979476,4aecd620f964a520a7cb21e3,-74.00240936363565,BBQ Joint,none,30904230
306,Jake's Bar B Que,40.685596849979476,4aecd620f964a520a7cb21e3,-74.00240936363565,BBQ Joint,male,4709158
307,Bar Bruno,40.68351749855508,4e09bb7dfa767637fd396326,-73.9998304896896,Bar,male,89062689
308,Bar Bruno,40.68351749855508,4e09bb7dfa767637fd396326,-73.9998304896896,Bar,none,521771372
309,Bar Bruno,40.68351749855508,4e09bb7dfa767637fd396326,-73.9998304896896,Bar,female,69663140
310,Jalopy Tavern,40.68135444334983,4f615c02e4b015728758e99e,-74.00461728614081,Bar,male,64714
311,Jalopy Tavern,40.68135444334983,4f615c02e4b015728758e99e,-74.00461728614081,Bar,female,1676695
312,Jalopy Tavern,40.68135444334983,4f615c02e4b015728758e99e,-74.00461728614081,Bar,female,175285960
313,East One Coffee Roasters,40.681128035266816,58d933702f91cb026f478e38,-73.99652634325895,Coffee Shop,male,82143600
314,East One Coffee Roasters,40.681128035266816,58d933702f91cb026f478e38,-73.99652634325895,Coffee Shop,male,449342
315,East One Coffee Roasters,40.681128035266816,58d933702f91cb026f478e38,-73.99652634325895,Coffee Shop,female,22715424
316,Abilene,40.67885737510264,43cd1428f964a520cf2d1fe3,-73.99761573857809,Lounge,male,3086126
317,Abilene,40.67885737510264,43cd1428f964a520cf2d1fe3,-73.99761573857809,Lounge,male,22597764
318,Abilene,40.67885737510264,43cd1428f964a520cf2d1fe3,-73.99761573857809,Lounge,male,295645
319,Madcap Cafe,40.68015460233981,5adba8f4c0cacb3e62f55a45,-73.99696175291047,Café,male,898979
320,Madcap Cafe,40.68015460233981,5adba8f4c0cacb3e62f55a45,-73.99696175291047,Café,female,138831234
321,Madcap Cafe,40.68015460233981,5adba8f4c0cacb3e62f55a45,-73.99696175291047,Café,female,11681222
322,Cobble Hill Coffee Shop,40.683433578031774,4a564295f964a520dfb41fe3,-73.99542632829885,Diner,male,122068
323,Cobble Hill Coffee Shop,40.683433578031774,4a564295f964a520dfb41fe3,-73.99542632829885,Diner,male,436830
324,Cobble Hill Coffee Shop,40.683433578031774,4a564295f964a520dfb41fe3,-73.99542632829885,Diner,male,75868974
325,Fort Defiance,40.676790242032546,4a412995f964a520daa41fe3,-74.01354759045259,American Restaurant,male,68571030
326,Fort Defiance,40.676790242032546,4a412995f964a520daa41fe3,-74.01354759045259,American Restaurant,male,209316
327,Fort Defiance,40.676790242032546,4a412995f964a520daa41fe3,-74.01354759045259,American Restaurant,female,28077671
328,Grindhaus,40.67923456519463,5201821b498e3b3d43013e0d,-74.01067398414692,American Restaurant,female,9671990
329,Grindhaus,40.67923456519463,5201821b498e3b3d43013e0d,-74.01067398414692,American Restaurant,female,49394
330,Grindhaus,40.67923456519463,5201821b498e3b3d43013e0d,-74.01067398414692,American Restaurant,male,194496560
331,Brooklyn Ice House,40.67907998485091,4a074634f964a5203b731fe3,-74.01090321157281,Dive Bar,male,1594037
332,Brooklyn Ice House,40.67907998485091,4a074634f964a5203b731fe3,-74.01090321157281,Dive Bar,male,13708238
333,Brooklyn Ice House,40.67907998485091,4a074634f964a5203b731fe3,-74.01090321157281,Dive Bar,male,9853948
334,The Grill At Fairway Market,40.67415171277811,5044db54e4b0152f59242b55,-74.01768938840196,Burger Joint,male,10110535
335,The Grill At Fairway Market,40.67415171277811,5044db54e4b0152f59242b55,-74.01768938840196,Burger Joint,male,1684392
336,The Grill At Fairway Market,40.67415171277811,5044db54e4b0152f59242b55,-74.01768938840196,Burger Joint,female,283498
337,Buttermilk Channel,40.67592444896118,49c7bfecf964a520bb571fe3,-73.99906984462297,American Restaurant,none,503379926
338,Buttermilk Channel,40.67592444896118,49c7bfecf964a520bb571fe3,-73.99906984462297,American Restaurant,male,39436065
339,Buttermilk Channel,40.67592444896118,49c7bfecf964a520bb571fe3,-73.99906984462297,American Restaurant,female,526939400
340,Hard Times Sundaes,40.67365533620753,53d2d280498eb383dd42ac1a,-73.99936167286349,Food Truck,male,393442532
341,Hard Times Sundaes,40.67365533620753,53d2d280498eb383dd42ac1a,-73.99936167286349,Food Truck,male,10371081
342,Hard Times Sundaes,40.67365533620753,53d2d280498eb383dd42ac1a,-73.99936167286349,Food Truck,male,61864584
343,Bar Tano,40.67136258535797,49d10b5af964a520545b1fe3,-73.99103934276492,Italian Restaurant,male,330582434
344,Bar Tano,40.67136258535797,49d10b5af964a520545b1fe3,-73.99103934276492,Italian Restaurant,male,47121691
345,Bar Tano,40.67136258535797,49d10b5af964a520545b1fe3,-73.99103934276492,Italian Restaurant,none,503379926
346,The Roof,40.67479556589228,52a93a2711d23c836a9cd926,-73.98913632404678,Bar,female,141088583
347,The Roof,40.67479556589228,52a93a2711d23c836a9cd926,-73.98913632404678,Bar,male,21707208
348,The Roof,40.67479556589228,52a93a2711d23c836a9cd926,-73.98913632404678,Bar,none,503379926
349,Court Street Grocers,40.67628734443692,4c5dbf402815c928c8c3b567,-73.99880699967053,Food & Drink Shop,male,354
350,Court Street Grocers,40.67628734443692,4c5dbf402815c928c8c3b567,-73.99880699967053,Food & Drink Shop,female,105223966
351,Court Street Grocers,40.67628734443692,4c5dbf402815c928c8c3b567,-73.99880699967053,Food & Drink Shop,male,330582434
352,Brooklyn Public House,40.68953711323655,4c848884d8086dcbd4608a52,-73.96939820491572,Cocktail Bar,male,174727
353,Brooklyn Public House,40.68953711323655,4c848884d8086dcbd4608a52,-73.96939820491572,Cocktail Bar,female,389838788
354,Brooklyn Public House,40.68953711323655,4c848884d8086dcbd4608a52,-73.96939820491572,Cocktail Bar,male,1304536
355,No. 7,40.68591599881639,4aa29b03f964a520f44120e3,-73.97316783643741,American Restaurant,male,21097627
356,No. 7,40.68591599881639,4aa29b03f964a520f44120e3,-73.97316783643741,American Restaurant,female,56578018
357,No. 7,40.68591599881639,4aa29b03f964a520f44120e3,-73.97316783643741,American Restaurant,male,7572857
358,Cafe Paulette,40.68974307741666,5250553911d262bb0c732ee8,-73.97579775071402,French Restaurant,male,15353738
359,Cafe Paulette,40.68974307741666,5250553911d262bb0c732ee8,-73.97579775071402,French Restaurant,male,713332
360,Cafe Paulette,40.68974307741666,5250553911d262bb0c732ee8,-73.97579775071402,French Restaurant,female,157525
361,Mullane's,40.687162039393286,45548f85f964a5200f3d1fe3,-73.97570117471452,Burger Joint,male,5215542
362,Mullane's,40.687162039393286,45548f85f964a5200f3d1fe3,-73.97570117471452,Burger Joint,male,46911592
363,Mullane's,40.687162039393286,45548f85f964a5200f3d1fe3,-73.97570117471452,Burger Joint,male,22908
364,The Quarter,40.68733137904053,5674a0d0498e6700e5d5d699,-73.97485336935813,American Restaurant,female,111958
365,The Quarter,40.68733137904053,5674a0d0498e6700e5d5d699,-73.97485336935813,American Restaurant,female,131488474
366,The Quarter,40.68733137904053,5674a0d0498e6700e5d5d699,-73.97485336935813,American Restaurant,male,25421667
367,Maison May,40.68946565224472,422b9980f964a520d21f1fe3,-73.96929148484402,French Restaurant,male,51964797
368,Maison May,40.68946565224472,422b9980f964a520d21f1fe3,-73.96929148484402,French Restaurant,male,86775069
369,Maison May,40.68946565224472,422b9980f964a520d21f1fe3,-73.96929148484402,French Restaurant,male,1139047
370,Fulton Hall,40.687847997661606,5afcb616356b49002c4c1811,-73.97854208388212,Bar,female,90350756
371,Fulton Hall,40.687847997661606,5afcb616356b49002c4c1811,-73.97854208388212,Bar,female,11032751
372,Fulton Hall,40.687847997661606,5afcb616356b49002c4c1811,-73.97854208388212,Bar,male,6542764
373,Mo's Fort Greene,40.687086786502725,4ca6342076d3a093b22fff6a,-73.97468663141944,Bar,female,26099966
374,Mo's Fort Greene,40.687086786502725,4ca6342076d3a093b22fff6a,-73.97468663141944,Bar,none,524815808
375,Mo's Fort Greene,40.687086786502725,4ca6342076d3a093b22fff6a,-73.97468663141944,Bar,male,33675424
376,Mega Bites Diner,40.68953187628527,4bcdd52e937ca593495fad92,-73.96943652826938,Diner,female,2522857
377,Mega Bites Diner,40.68953187628527,4bcdd52e937ca593495fad92,-73.96943652826938,Diner,male,159898106
378,Mega Bites Diner,40.68953187628527,4bcdd52e937ca593495fad92,-73.96943652826938,Diner,male,3631689
379,Bareburger,40.671899897003335,4e24820a88774a43b788390d,-73.97762026256561,Burger Joint,male,9350284
380,Bareburger,40.671899897003335,4e24820a88774a43b788390d,-73.97762026256561,Burger Joint,female,60405405
381,Bareburger,40.671899897003335,4e24820a88774a43b788390d,-73.97762026256561,Burger Joint,male,60959911
382,Burger Village,40.670347670059506,540ce9d0498e8ef1a0ad6a85,-73.97875359658781,Burger Joint,female,42447188
383,Burger Village,40.670347670059506,540ce9d0498e8ef1a0ad6a85,-73.97875359658781,Burger Joint,male,64143561
384,Burger Village,40.670347670059506,540ce9d0498e8ef1a0ad6a85,-73.97875359658781,Burger Joint,female,39896
385,Brooklyn Burgers & Beer,40.67450404381487,5579bd50498e191d31ad8270,-73.98181864255947,Burger Joint,male,18307
386,Brooklyn Burgers & Beer,40.67450404381487,5579bd50498e191d31ad8270,-73.98181864255947,Burger Joint,female,80772035
387,Kiwiana,40.67455920733161,4e45bca962845e1d3c88924e,-73.97574156333353,American Restaurant,female,84100632
388,Kiwiana,40.67455920733161,4e45bca962845e1d3c88924e,-73.97574156333353,American Restaurant,female,517304995
389,Kiwiana,40.67455920733161,4e45bca962845e1d3c88924e,-73.97574156333353,American Restaurant,male,2969373
390,Bonnie's Grill,40.67431661397844,49c86272f964a52019581fe3,-73.98218183269694,Burger Joint,male,594632
391,Bonnie's Grill,40.67431661397844,49c86272f964a52019581fe3,-73.98218183269694,Burger Joint,male,8781
392,Bonnie's Grill,40.67431661397844,49c86272f964a52019581fe3,-73.98218183269694,Burger Joint,male,1929843
393,Bar Basic,40.675241418058384,59ce97225315937fce26cef1,-73.9749497566003,Burger Joint,female,17945648
394,Bar Basic,40.675241418058384,59ce97225315937fce26cef1,-73.9749497566003,Burger Joint,none,540242780
395,Bar Basic,40.675241418058384,59ce97225315937fce26cef1,-73.9749497566003,Burger Joint,none,536738624
396,Grand Canyon Diner,40.67150617247381,4bd4dcf5cfa7b713ce0a25da,-73.97775755063513,Diner,male,2432124
397,Grand Canyon Diner,40.67150617247381,4bd4dcf5cfa7b713ce0a25da,-73.97775755063513,Diner,female,89381944
398,Grand Canyon Diner,40.67150617247381,4bd4dcf5cfa7b713ce0a25da,-73.97775755063513,Diner,male,66285944
399,Park Slope Ale House,40.6705311055026,3fd66200f964a520fce81ee3,-73.98193670895691,Pub,male,20629
400,Park Slope Ale House,40.6705311055026,3fd66200f964a520fce81ee3,-73.98193670895691,Pub,male,26464913
401,Park Slope Ale House,40.6705311055026,3fd66200f964a520fce81ee3,-73.98193670895691,Pub,female,41495322
402,Wendy's,40.6336,5756a622498e08c7751959dd,-73.92811999999998,Burger Joint,female,43367414
403,Wendy's,40.6336,5756a622498e08c7751959dd,-73.92811999999998,Burger Joint,male,469096
404,Wendy's,40.6336,5756a622498e08c7751959dd,-73.92811999999998,Burger Joint,female,144372501
405,Chillax Manhattan Beach Cafe,40.578697,5720f2ed498e7499aafa92ac,-73.938004,Café,male,472754466
406,Chillax Manhattan Beach Cafe,40.578697,5720f2ed498e7499aafa92ac,-73.938004,Café,male,58419674
407,Chillax Manhattan Beach Cafe,40.578697,5720f2ed498e7499aafa92ac,-73.938004,Café,none,396481212
408,Five Guys,40.59528911421907,552c2d5a498e6e675f548cc8,-73.99997669541368,Burger Joint,female,7843595
409,Five Guys,40.59528911421907,552c2d5a498e6e675f548cc8,-73.99997669541368,Burger Joint,female,970727
410,Five Guys,40.59528911421907,552c2d5a498e6e675f548cc8,-73.99997669541368,Burger Joint,male,7149291
411,Casa Edesia Pizza and Grill,40.600029694718316,521a7e8a498e9a3defc15591,-74.0025917316845,Italian Restaurant,male,18830912
412,Casa Edesia Pizza and Grill,40.600029694718316,521a7e8a498e9a3defc15591,-74.0025917316845,Italian Restaurant,female,134643033
413,Casa Edesia Pizza and Grill,40.600029694718316,521a7e8a498e9a3defc15591,-74.0025917316845,Italian Restaurant,male,760350
414,Burger King,40.6021572477629,4b102c53f964a520926a23e3,-73.99456393788559,Fast Food Restaurant,female,43367414
415,Burger King,40.6021572477629,4b102c53f964a520926a23e3,-73.99456393788559,Fast Food Restaurant,male,19699
416,Wendy's,40.59547534081079,4ba7bfbbf964a520d8af39e3,-74.00020211935043,Burger Joint,male,63643219
417,Wendy's,40.59547534081079,4ba7bfbbf964a520d8af39e3,-74.00020211935043,Burger Joint,female,456107765
